"","latitude","longitude","wind_kt","latitude_p","longitude_p","windkt_p","date","year","nature","delta1","delta2","delta3"
"3268",30,-71.5,30,29.9,-71.8,35,289,2000,4,0,-0.299999999999997,0
"3269",29.9,-71.8,35,29.9,-71.9,35,290,2000,4,-0.100000000000001,-0.299999999999997,5
"3270",29.9,-71.9,35,29.7,-71.7,35,290,2000,4,0,-0.100000000000009,0
"3271",29.7,-71.7,35,29.8,-71.4,35,290,2000,4,-0.199999999999999,0.200000000000003,0
"3272",29.8,-71.4,35,29.9,-71.1,35,290,2000,4,0.100000000000001,0.299999999999997,0
"3273",29.9,-71.1,35,29.8,-71,45,291,2000,5,0.0999999999999979,0.300000000000011,0
"3274",29.8,-71,45,29.8,-70.9,55,291,2000,5,-0.0999999999999979,0.0999999999999943,10
"3275",29.8,-70.9,55,30.1,-70.9,65,291,2000,5,0,0.0999999999999943,10
"3276",30.1,-70.9,65,30.4,-70.9,65,291,2000,5,0.300000000000001,0,10
"3277",30.4,-70.9,65,30.8,-70.8,65,292,2000,5,0.299999999999997,0,0
"3278",30.8,-70.8,65,31.5,-70.4,65,292,2000,5,0.400000000000002,0.100000000000009,0
"3279",31.5,-70.4,65,32.6,-69.5,70,292,2000,5,0.699999999999999,0.399999999999991,0
"3280",32.6,-69.5,70,34.2,-67.8,75,292,2000,5,1.1,0.900000000000006,5
"3281",34.2,-67.8,75,36.3,-65.5,65,293,2000,5,1.6,1.7,5
"3282",36.3,-65.5,65,39.8,-61.6,75,293,2000,5,2.09999999999999,2.3,-10
"3283",39.8,-61.6,75,44,-58.5,85,293,2000,5,3.5,3.9,10
"3284",44,-58.5,85,48,-56.5,75,293,2000,5,4.2,3.1,10
"3285",48,-56.5,75,50,-56,70,294,2000,2,4,2,-10
"3286",50,-56,70,51,-53.5,65,294,2000,2,2,0.5,-5
"3287",51,-53.5,65,52,-50.5,60,294,2000,2,1,2.5,-5
"3288",27.5,-59.4,30,28.7,-58.8,30,293,2000,5,1.3,0.5,5
"3289",28.7,-58.8,30,29.7,-58,30,294,2000,5,1.2,0.600000000000001,0
"3290",29.7,-58,30,30.4,-57.2,35,294,2000,5,1,0.799999999999997,0
"3291",30.4,-57.2,35,31.4,-56.3,40,294,2000,5,0.699999999999999,0.799999999999997,5
"3292",31.4,-56.3,40,32.4,-55.2,50,294,2000,5,1,0.900000000000006,5
"3293",32.4,-55.2,50,33.3,-53.5,50,295,2000,5,1,1.09999999999999,10
"3294",33.3,-53.5,50,34.1,-52.3,50,295,2000,5,0.899999999999999,1.7,0
"3295",34.1,-52.3,50,34.8,-51.3,45,295,2000,5,0.800000000000004,1.2,0
"3296",34.8,-51.3,45,35.7,-50.5,40,295,2000,5,0.699999999999996,1,-5
"3297",35.7,-50.5,40,37,-49,40,296,2000,2,0.900000000000006,0.799999999999997,-5
"3298",37,-49,40,39,-47,35,296,2000,2,1.3,1.5,0
"3299",22.5,-70,35,23.5,-70.9,35,299,2000,2,1,-0.5,5
"3300",23.5,-70.9,35,24.5,-71.7,35,299,2000,2,1,-0.900000000000006,0
"3301",24.5,-71.7,35,25.7,-71.7,35,299,2000,4,1,-0.799999999999997,0
"3302",25.7,-71.7,35,26.6,-71.7,35,300,2000,4,1.2,0,0
"3303",26.6,-71.7,35,27.4,-71.8,40,300,2000,4,0.900000000000002,0,0
"3304",27.4,-71.8,40,28.3,-72.1,45,300,2000,4,0.799999999999997,-0.0999999999999943,5
"3305",28.3,-72.1,45,29.2,-72.5,50,300,2000,4,0.900000000000002,-0.299999999999997,5
"3306",29.2,-72.5,50,30,-72.6,50,301,2000,4,0.899999999999999,-0.400000000000006,5
"3307",30,-72.6,50,30.9,-72.5,50,301,2000,4,0.800000000000001,-0.0999999999999943,0
"3308",30.9,-72.5,50,32.6,-71.6,50,301,2000,4,0.899999999999999,0.0999999999999943,0
"3309",32.6,-71.6,50,34.2,-70.7,50,301,2000,4,1.7,0.900000000000006,0
"3310",34.2,-70.7,50,35.7,-69.9,50,302,2000,4,1.6,0.899999999999991,0
"3311",35.7,-69.9,50,36.5,-68.1,50,302,2000,4,1.5,0.799999999999997,0
"3312",36.5,-68.1,50,38,-65.5,55,302,2000,4,0.799999999999997,1.80000000000001,0
"3313",38,-65.5,55,40.5,-62.6,55,302,2000,4,1.5,2.59999999999999,5
"3314",40.5,-62.6,55,44,-60,50,303,2000,4,2.5,2.9,0
"3315",44,-60,50,46,-59.5,45,303,2000,2,3.5,2.6,-5
"3316",28.5,-95.3,50,29.3,-95.3,45,156,2001,5,1,-0.299999999999997,10
"3317",29.3,-95.3,45,30.1,-95.2,30,157,2001,5,0.800000000000001,0,-5
"3318",30.1,-95.2,30,31,-95.2,20,157,2001,5,0.800000000000001,0.0999999999999943,-15
"3319",31,-95.2,20,31.5,-95,20,157,2001,5,0.899999999999999,0,-10
"3320",31.5,-95,20,31.6,-95,20,157,2001,5,0.5,0.200000000000003,0
"3321",31.6,-95,20,31.8,-94.9,20,158,2001,5,0.100000000000001,0,0
"3322",31.8,-94.9,20,31.4,-94.9,20,158,2001,5,0.199999999999999,0.0999999999999943,0
"3323",31.4,-94.9,20,31.1,-95,15,158,2001,5,-0.400000000000002,0,0
"3324",31.1,-95,15,30.9,-95.6,15,158,2001,5,-0.299999999999997,-0.0999999999999943,-5
"3325",30.9,-95.6,15,30.7,-96.1,20,159,2001,5,-0.200000000000003,-0.599999999999994,0
"3326",30.7,-96.1,20,30.4,-96.2,20,159,2001,5,-0.199999999999999,-0.5,5
"3327",30.4,-96.2,20,30.2,-96.1,20,159,2001,5,-0.300000000000001,-0.100000000000009,0
"3328",30.2,-96.1,20,29.9,-95.9,20,159,2001,5,-0.199999999999999,0.100000000000009,0
"3329",29.9,-95.9,20,29.6,-95.8,20,160,2001,5,-0.300000000000001,0.199999999999989,0
"3330",29.6,-95.8,20,29.3,-95.8,20,160,2001,5,-0.299999999999997,0.100000000000009,0
"3331",29.3,-95.8,20,28.9,-95.6,20,160,2001,5,-0.300000000000001,0,0
"3332",28.9,-95.6,20,28.6,-95.2,20,160,2001,5,-0.400000000000002,0.200000000000003,0
"3333",28.6,-95.2,20,28.6,-94.7,25,161,2001,4,-0.299999999999997,0.399999999999991,0
"3334",28.6,-94.7,25,28.7,-94.3,25,161,2001,4,0,0.5,5
"3335",28.7,-94.3,25,28.8,-93.5,30,161,2001,4,0.0999999999999979,0.400000000000006,0
"3336",28.8,-93.5,30,29.1,-92.3,30,161,2001,4,0.100000000000001,0.799999999999997,5
"3337",29.1,-92.3,30,30,-90.5,35,162,2001,4,0.300000000000001,1.2,0
"3338",30,-90.5,35,30.7,-89.4,40,162,2001,4,0.899999999999999,1.8,5
"3339",30.7,-89.4,40,31,-88.4,35,162,2001,4,0.699999999999999,1.09999999999999,5
"3340",31,-88.4,35,31.3,-87.4,25,162,2001,4,0.300000000000001,1,-5
"3341",31.3,-87.4,25,31.8,-86.1,20,163,2001,4,0.300000000000001,1,-10
"3342",31.8,-86.1,20,32.4,-84.7,20,163,2001,4,0.5,1.30000000000001,-5
"3343",32.4,-84.7,20,32.8,-83.6,20,163,2001,4,0.599999999999998,1.39999999999999,0
"3344",32.8,-83.6,20,33.1,-82.6,20,163,2001,4,0.399999999999999,1.10000000000001,0
"3345",33.1,-82.6,20,33.4,-81.6,25,164,2001,4,0.300000000000004,1,0
"3346",33.4,-81.6,25,33.7,-80.7,25,164,2001,4,0.299999999999997,1,5
"3347",33.7,-80.7,25,34,-79.6,25,164,2001,4,0.300000000000004,0.899999999999991,0
"3348",34,-79.6,25,34.3,-78.5,25,164,2001,4,0.299999999999997,1.10000000000001,0
"3349",34.3,-78.5,25,34.6,-77.9,25,165,2001,4,0.299999999999997,1.09999999999999,0
"3350",34.6,-77.9,25,34.7,-77.7,25,165,2001,4,0.300000000000004,0.599999999999994,0
"3351",34.7,-77.7,25,34.6,-77.6,25,165,2001,4,0.100000000000001,0.200000000000003,0
"3352",34.6,-77.6,25,34.6,-77.2,25,165,2001,4,-0.100000000000001,0.100000000000009,0
"3353",34.6,-77.2,25,34.9,-77,25,166,2001,4,0,0.399999999999991,0
"3354",34.9,-77,25,35.5,-76.9,25,166,2001,4,0.299999999999997,0.200000000000003,0
"3355",35.5,-76.9,25,35.9,-76.8,25,166,2001,4,0.600000000000001,0.0999999999999943,0
"3356",35.9,-76.8,25,36.3,-76.6,25,166,2001,4,0.399999999999999,0.100000000000009,0
"3357",36.3,-76.6,25,36.6,-76.2,25,167,2001,4,0.399999999999999,0.200000000000003,0
"3358",36.6,-76.2,25,36.8,-75.9,25,167,2001,4,0.300000000000004,0.399999999999991,0
"3359",36.8,-75.9,25,37.2,-75.5,25,167,2001,4,0.199999999999996,0.299999999999997,0
"3360",37.2,-75.5,25,37.8,-75.4,25,167,2001,4,0.400000000000006,0.400000000000006,0
"3361",37.8,-75.4,25,38.6,-74.5,30,168,2001,4,0.599999999999994,0.0999999999999943,0
"3362",38.6,-74.5,30,39.3,-73.4,40,168,2001,4,0.800000000000004,0.900000000000006,5
"3363",39.3,-73.4,40,40,-72.1,35,168,2001,4,0.699999999999996,1.09999999999999,10
"3364",40,-72.1,35,40.6,-70.8,30,168,2001,4,0.700000000000003,1.30000000000001,-5
"3365",40.6,-70.8,30,41.3,-69.4,30,169,2001,2,0.600000000000001,1.3,-5
"3366",41.3,-69.4,30,42,-67.4,30,169,2001,2,0.699999999999996,1.39999999999999,0
"3367",42,-67.4,30,42.7,-64.6,25,169,2001,2,0.700000000000003,2,0
"3368",42.7,-64.6,25,43.5,-61,20,169,2001,2,0.700000000000003,2.80000000000001,-5
"3369",26.2,-84.9,45,26.4,-85.6,40,214,2001,5,0.5,-0.100000000000009,15
"3370",26.4,-85.6,40,26.6,-86.3,35,215,2001,5,0.199999999999999,-0.699999999999989,-5
"3371",26.6,-86.3,35,26.9,-87,35,215,2001,5,0.200000000000003,-0.700000000000003,-5
"3372",26.9,-87,35,26.8,-87.2,35,215,2001,5,0.299999999999997,-0.700000000000003,0
"3373",26.8,-87.2,35,26.7,-87.5,30,215,2001,5,-0.0999999999999979,-0.200000000000003,0
"3374",26.7,-87.5,30,26.6,-87.8,30,216,2001,5,-0.100000000000001,-0.299999999999997,-5
"3375",26.6,-87.8,30,26.9,-87.7,30,216,2001,5,-0.0999999999999979,-0.299999999999997,0
"3376",26.9,-87.7,30,27.1,-87.5,35,216,2001,5,0.299999999999997,0.0999999999999943,0
"3377",27.1,-87.5,35,27.3,-87.3,35,216,2001,5,0.200000000000003,0.200000000000003,5
"3378",27.3,-87.3,35,27.5,-86.7,40,217,2001,5,0.199999999999999,0.200000000000003,0
"3379",27.5,-86.7,40,28.1,-86.4,50,217,2001,5,0.199999999999999,0.599999999999994,5
"3380",28.1,-86.4,50,28.6,-86.4,60,217,2001,5,0.600000000000001,0.299999999999997,10
"3381",28.6,-86.4,60,29.5,-86.3,60,217,2001,5,0.5,0,10
"3382",29.5,-86.3,60,30.6,-86.4,60,218,2001,5,0.899999999999999,0.100000000000009,0
"3383",30.6,-86.4,60,31.8,-86.9,25,218,2001,5,1.1,-0.100000000000009,0
"3384",31.8,-86.9,25,32.7,-87.7,20,218,2001,5,1.2,-0.5,-35
"3385",32.7,-87.7,20,33.3,-88.5,15,218,2001,5,0.900000000000002,-0.799999999999997,-5
"3386",33.3,-88.5,15,34,-89.1,15,219,2001,5,0.599999999999994,-0.799999999999997,-5
"3387",34,-89.1,15,34.7,-89.7,10,219,2001,1,0.700000000000003,-0.599999999999994,0
"3388",34.7,-89.7,10,35.6,-89.8,10,219,2001,1,0.700000000000003,-0.600000000000009,-5
"3389",35.6,-89.8,10,36.6,-89.9,10,219,2001,1,0.899999999999999,-0.0999999999999943,0
"3390",36.6,-89.9,10,37.5,-90,10,220,2001,1,1,-0.100000000000009,0
"3391",12.9,-35.9,30,13.2,-37.5,40,245,2001,5,0.4,-1.6,0
"3392",13.2,-37.5,40,13.5,-39,45,245,2001,5,0.299999999999999,-1.6,10
"3393",13.5,-39,45,14.1,-40.6,45,245,2001,5,0.300000000000001,-1.5,5
"3394",14.1,-40.6,45,14.7,-42.2,45,245,2001,5,0.6,-1.6,0
"3395",14.7,-42.2,45,15.3,-43.7,50,246,2001,5,0.6,-1.6,0
"3396",15.3,-43.7,50,15.9,-45.3,50,246,2001,5,0.600000000000001,-1.5,5
"3397",15.9,-45.3,50,16.3,-47.1,40,246,2001,5,0.6,-1.59999999999999,0
"3398",16.3,-47.1,40,16.7,-48.7,40,246,2001,5,0.4,-1.8,-10
"3399",16.7,-48.7,40,17,-50.3,45,247,2001,5,0.399999999999999,-1.6,0
"3400",17,-50.3,45,17,-52,45,247,2001,5,0.300000000000001,-1.59999999999999,5
"3401",17,-52,45,17.2,-53.4,45,247,2001,5,0,-1.7,0
"3402",17.2,-53.4,45,17.4,-54.8,45,247,2001,5,0.199999999999999,-1.4,0
"3403",17.4,-54.8,45,17.8,-55.9,45,248,2001,5,0.199999999999999,-1.4,0
"3404",17.8,-55.9,45,18.1,-57,35,248,2001,5,0.400000000000002,-1.1,0
"3405",18.1,-57,35,19,-57.9,25,248,2001,5,0.300000000000001,-1.1,-10
"3406",19,-57.9,25,20.1,-58.1,15,248,2001,1,0.899999999999999,-0.899999999999999,-10
"3407",20.1,-58.1,15,21.2,-58.2,15,249,2001,1,1.1,-0.200000000000003,-10
"3408",21.2,-58.2,15,22.2,-58.3,20,249,2001,1,1.1,-0.100000000000001,0
"3409",22.2,-58.3,20,23.2,-58.4,25,249,2001,1,1,-0.0999999999999943,5
"3410",23.2,-58.4,25,23.9,-58.1,25,249,2001,5,1,-0.100000000000001,5
"3411",23.9,-58.1,25,24.4,-57.6,30,250,2001,5,0.699999999999999,0.299999999999997,0
"3412",24.4,-57.6,30,24.9,-57.8,30,250,2001,5,0.5,0.5,5
"3413",24.9,-57.8,30,25.3,-58,35,250,2001,5,0.5,-0.199999999999996,0
"3414",25.3,-58,35,26,-58.3,35,250,2001,5,0.400000000000002,-0.200000000000003,5
"3415",26,-58.3,35,26.5,-58.8,40,251,2001,5,0.699999999999999,-0.299999999999997,0
"3416",26.5,-58.8,40,27.2,-59.2,45,251,2001,5,0.5,-0.5,5
"3417",27.2,-59.2,45,28.4,-59.8,60,251,2001,5,0.699999999999999,-0.400000000000006,5
"3418",28.4,-59.8,60,29.7,-60.4,75,251,2001,5,1.2,-0.599999999999994,15
"3419",29.7,-60.4,75,30.6,-61.3,90,252,2001,5,1.3,-0.600000000000001,15
"3420",30.6,-61.3,90,31.5,-62.2,95,252,2001,5,0.900000000000002,-0.899999999999999,15
"3421",31.5,-62.2,95,32.4,-62.8,105,252,2001,5,0.899999999999999,-0.900000000000006,5
"3422",32.4,-62.8,105,33.3,-63.3,105,252,2001,5,0.899999999999999,-0.599999999999994,10
"3423",33.3,-63.3,105,34.2,-64.1,105,253,2001,5,0.899999999999999,-0.5,0
"3424",34.2,-64.1,105,34.9,-64.7,100,253,2001,5,0.900000000000006,-0.799999999999997,0
"3425",34.9,-64.7,100,35.7,-65.4,90,253,2001,5,0.699999999999996,-0.600000000000009,-5
"3426",35.7,-65.4,90,36.4,-65.7,80,253,2001,5,0.800000000000004,-0.700000000000003,-10
"3427",36.4,-65.7,80,36.9,-65.9,80,254,2001,5,0.699999999999996,-0.299999999999997,-10
"3428",36.9,-65.9,80,37.4,-65.6,80,254,2001,5,0.5,-0.200000000000003,0
"3429",37.4,-65.6,80,37.8,-65.1,80,254,2001,5,0.5,0.300000000000011,0
"3430",37.8,-65.1,80,38,-64.3,80,254,2001,5,0.399999999999999,0.5,0
"3431",38,-64.3,80,38,-63.3,75,255,2001,5,0.200000000000003,0.799999999999997,0
"3432",38,-63.3,75,37.9,-62.6,75,255,2001,5,0,1,-5
"3433",37.9,-62.6,75,37.9,-62,75,255,2001,5,-0.100000000000001,0.699999999999996,0
"3434",37.9,-62,75,38.1,-61.4,75,255,2001,5,0,0.600000000000001,0
"3435",38.1,-61.4,75,38.3,-61,70,256,2001,5,0.200000000000003,0.600000000000001,0
"3436",38.3,-61,70,38.8,-60.6,70,256,2001,5,0.199999999999996,0.399999999999999,-5
"3437",38.8,-60.6,70,39.6,-60.2,70,256,2001,5,0.5,0.399999999999999,0
"3438",39.6,-60.2,70,40.6,-59.3,70,256,2001,5,0.800000000000004,0.399999999999999,0
"3439",40.6,-59.3,70,42,-58.1,65,257,2001,5,1,0.900000000000006,0
"3440",42,-58.1,65,43.3,-56.7,65,257,2001,5,1.4,1.2,-5
"3441",43.3,-56.7,65,44.7,-55.2,65,257,2001,5,1.3,1.4,0
"3442",44.7,-55.2,65,46.7,-52.7,60,257,2001,5,1.40000000000001,1.5,0
"3443",46.7,-52.7,60,49,-51,60,258,2001,5,2,2.5,-5
"3444",49,-51,60,52,-49,55,258,2001,2,2.3,1.7,0
"3445",52,-49,55,55,-47.5,55,258,2001,2,3,2,-5
"3446",55,-47.5,55,58,-46,55,258,2001,2,3,1.5,0
"3447",58,-46,55,60,-44.5,55,259,2001,2,3,1.5,0
"3448",60,-44.5,55,61.5,-42,55,259,2001,2,2,1.5,0
"3449",61.5,-42,55,63,-38.9,50,259,2001,2,1.5,2.5,0
"3450",63,-38.9,50,65,-35,40,259,2001,2,1.5,3.1,-5
"3451",14.4,-29.5,30,14.8,-31,30,251,2001,5,0.5,-1.1,0
"3452",14.8,-31,30,15,-33,30,251,2001,5,0.4,-1.5,0
"3453",15,-33,30,15,-35.1,25,251,2001,5,0.199999999999999,-2,0
"3454",15,-35.1,25,15,-37,25,251,2001,1,0,-2.1,-5
"3455",15,-37,25,15,-38.7,25,252,2001,1,0,-1.9,0
"3456",15,-38.7,25,15,-40.2,25,252,2001,1,0,-1.7,0
"3457",15,-40.2,25,15,-41.7,25,252,2001,1,0,-1.5,0
"3458",15,-41.7,25,15.2,-43.1,25,252,2001,1,0,-1.5,0
"3459",15.2,-43.1,25,16,-43.7,30,253,2001,1,0.199999999999999,-1.4,0
"3460",16,-43.7,30,16.5,-44.8,30,253,2001,5,0.800000000000001,-0.600000000000001,5
"3461",16.5,-44.8,30,16.9,-45.8,30,253,2001,5,0.5,-1.09999999999999,0
"3462",16.9,-45.8,30,17.3,-46.8,30,253,2001,5,0.399999999999999,-1,0
"3463",17.3,-46.8,30,17.8,-47.4,30,254,2001,5,0.400000000000002,-1,0
"3464",17.8,-47.4,30,18.6,-47.7,35,254,2001,5,0.5,-0.600000000000001,0
"3465",18.6,-47.7,35,19.4,-48,35,254,2001,5,0.800000000000001,-0.300000000000004,5
"3466",19.4,-48,35,20.2,-48.4,40,254,2001,5,0.799999999999997,-0.299999999999997,0
"3467",20.2,-48.4,40,21,-48.8,45,255,2001,5,0.800000000000001,-0.399999999999999,5
"3468",21,-48.8,45,22,-48.9,55,255,2001,5,0.800000000000001,-0.399999999999999,5
"3469",22,-48.9,55,22.9,-49,60,255,2001,5,1,-0.100000000000001,10
"3470",22.9,-49,60,23.9,-48.9,65,255,2001,5,0.899999999999999,-0.100000000000001,5
"3471",23.9,-48.9,65,24.8,-48.6,75,256,2001,5,1,0.100000000000001,5
"3472",24.8,-48.6,75,25.9,-48.4,85,256,2001,5,0.900000000000002,0.299999999999997,10
"3473",25.9,-48.4,85,27.1,-48,95,256,2001,5,1.1,0.200000000000003,10
"3474",27.1,-48,95,28.2,-47.2,100,256,2001,5,1.2,0.399999999999999,10
"3475",28.2,-47.2,100,29.3,-46.6,100,257,2001,5,1.1,0.799999999999997,5
"3476",29.3,-46.6,100,30.1,-45.5,95,257,2001,5,1.1,0.600000000000001,0
"3477",30.1,-45.5,95,30.9,-44.3,90,257,2001,5,0.800000000000001,1.1,-5
"3478",30.9,-44.3,90,31.2,-42.8,90,257,2001,5,0.799999999999997,1.2,-5
"3479",31.2,-42.8,90,31.5,-41.4,90,258,2001,5,0.300000000000001,1.5,0
"3480",31.5,-41.4,90,31.7,-39.5,90,258,2001,5,0.300000000000001,1.4,0
"3481",31.7,-39.5,90,32.1,-37.6,85,258,2001,5,0.199999999999999,1.9,0
"3482",32.1,-37.6,85,32.1,-36,85,258,2001,5,0.400000000000002,1.9,-5
"3483",32.1,-36,85,32.6,-34.8,80,259,2001,5,0,1.6,0
"3484",32.6,-34.8,80,33.4,-33.3,75,259,2001,5,0.5,1.2,-5
"3485",33.4,-33.3,75,34.3,-32.4,70,259,2001,5,0.799999999999997,1.5,-5
"3486",34.3,-32.4,70,35.1,-32,70,259,2001,5,0.899999999999999,0.899999999999999,-5
"3487",35.1,-32,70,35.4,-31.7,65,260,2001,5,0.800000000000004,0.399999999999999,0
"3488",35.4,-31.7,65,35.3,-31.5,60,260,2001,5,0.299999999999997,0.300000000000001,-5
"3489",35.3,-31.5,60,35.2,-31.8,55,260,2001,5,-0.100000000000001,0.199999999999999,-5
"3490",35.2,-31.8,55,35,-32,45,260,2001,5,-0.0999999999999943,-0.300000000000001,-5
"3491",35,-32,45,34.8,-32,40,261,2001,5,-0.200000000000003,-0.199999999999999,-10
"3492",34.8,-32,40,34.7,-31.9,35,261,2001,5,-0.200000000000003,0,-5
"3493",34.7,-31.9,35,34.7,-31.7,30,261,2001,5,-0.0999999999999943,0.100000000000001,-5
"3494",34.7,-31.7,30,34.6,-31.6,25,261,2001,5,0,0.199999999999999,-5
"3495",25.7,-84.6,25,25.7,-85,25,255,2001,5,-0.100000000000001,-0.5,0
"3496",25.7,-85,25,25.6,-85.3,25,255,2001,5,0,-0.400000000000006,0
"3497",25.6,-85.3,25,25.4,-85.4,30,255,2001,5,-0.0999999999999979,-0.299999999999997,0
"3498",25.4,-85.4,30,25.1,-85.7,30,255,2001,5,-0.200000000000003,-0.100000000000009,5
"3499",25.1,-85.7,30,25.2,-85.3,30,256,2001,5,-0.299999999999997,-0.299999999999997,0
"3500",25.2,-85.3,30,25.3,-84.9,35,256,2001,5,0.0999999999999979,0.400000000000006,0
"3501",25.3,-84.9,35,25.4,-84.5,40,256,2001,5,0.100000000000001,0.399999999999991,5
"3502",25.4,-84.5,40,25.4,-84.1,45,256,2001,5,0.0999999999999979,0.400000000000006,5
"3503",25.4,-84.1,45,25.8,-83.6,50,257,2001,5,0,0.400000000000006,5
"3504",25.8,-83.6,50,27.1,-82.6,60,257,2001,5,0.400000000000002,0.5,5
"3505",27.1,-82.6,60,28,-81.8,45,257,2001,5,1.3,1,10
"3506",28,-81.8,45,28.6,-81.4,40,257,2001,5,0.899999999999999,0.799999999999997,-15
"3507",28.6,-81.4,40,28.6,-80.9,40,258,2001,5,0.600000000000001,0.399999999999991,-5
"3508",28.6,-80.9,40,28.9,-80.1,40,258,2001,5,0,0.5,0
"3509",28.9,-80.1,40,29.8,-79,45,258,2001,5,0.299999999999997,0.800000000000011,0
"3510",29.8,-79,45,30.4,-77.9,50,258,2001,5,0.900000000000002,1.09999999999999,5
"3511",30.4,-77.9,50,30.8,-76.8,50,259,2001,5,0.599999999999998,1.09999999999999,5
"3512",30.8,-76.8,50,31.6,-74.9,55,259,2001,5,0.400000000000002,1.10000000000001,0
"3513",31.6,-74.9,55,32.3,-72.8,55,259,2001,5,0.800000000000001,1.89999999999999,5
"3514",32.3,-72.8,55,33.1,-70.7,65,259,2001,5,0.699999999999996,2.10000000000001,0
"3515",33.1,-70.7,65,34,-68.5,65,260,2001,5,0.800000000000004,2.09999999999999,10
"3516",34,-68.5,65,35.3,-66.6,70,260,2001,5,0.899999999999999,2.2,0
"3517",35.3,-66.6,70,36.2,-64.7,70,260,2001,5,1.3,1.90000000000001,5
"3518",36.2,-64.7,70,36.9,-62.9,60,260,2001,5,0.900000000000006,1.89999999999999,0
"3519",36.9,-62.9,60,37.9,-61.8,55,261,2001,5,0.699999999999996,1.8,-10
"3520",37.9,-61.8,55,39,-60.4,55,261,2001,5,1,1.1,-5
"3521",39,-60.4,55,40.2,-58.9,60,261,2001,5,1.1,1.4,0
"3522",40.2,-58.9,60,41.5,-57.5,60,261,2001,5,1.2,1.5,5
"3523",41.5,-57.5,60,42.8,-55.5,55,262,2001,5,1.3,1.4,0
"3524",42.8,-55.5,55,43.5,-54,60,262,2001,2,1.3,2,-5
"3525",43.5,-54,60,46.5,-52,60,262,2001,2,0.700000000000003,1.5,5
"3526",46.5,-52,60,48.5,-48.5,60,262,2001,2,3,2,0
"3527",48.5,-48.5,60,50,-46,60,263,2001,2,2,3.5,0
"3528",50,-46,60,52,-43,60,263,2001,2,1.5,2.5,0
"3529",52,-43,60,54,-40,65,263,2001,2,2,3,0
"3530",54,-40,65,55,-37.5,65,263,2001,2,2,3,5
"3531",55,-37.5,65,55,-35,65,264,2001,2,1,2.5,0
"3532",55,-35,65,56,-32.5,60,264,2001,2,0,2.5,0
"3533",56,-32.5,60,57.5,-31,55,264,2001,2,1,2.5,-5
"3534",25.8,-65,25,26.5,-65.5,25,264,2001,5,0.699999999999999,-0.799999999999997,0
"3535",26.5,-65.5,25,27.2,-65.9,30,265,2001,5,0.699999999999999,-0.5,0
"3536",27.2,-65.9,30,27.9,-66.3,40,265,2001,5,0.699999999999999,-0.400000000000006,5
"3537",27.9,-66.3,40,28.6,-66.7,50,265,2001,5,0.699999999999999,-0.399999999999991,10
"3538",28.6,-66.7,50,29.3,-67,55,265,2001,5,0.700000000000003,-0.400000000000006,10
"3539",29.3,-67,55,30.1,-67.3,55,266,2001,5,0.699999999999999,-0.299999999999997,5
"3540",30.1,-67.3,55,31,-67.5,65,266,2001,5,0.800000000000001,-0.299999999999997,0
"3541",31,-67.5,65,31.9,-67.4,80,266,2001,5,0.899999999999999,-0.200000000000003,10
"3542",31.9,-67.4,80,32.8,-67.1,85,266,2001,5,0.899999999999999,0.0999999999999943,15
"3543",32.8,-67.1,85,33.8,-66.8,75,267,2001,5,0.899999999999999,0.300000000000011,5
"3544",33.8,-66.8,75,35,-66.3,70,267,2001,5,1,0.299999999999997,-10
"3545",35,-66.3,70,35.9,-65.4,70,267,2001,5,1.2,0.5,-5
"3546",35.9,-65.4,70,36.8,-64.3,65,267,2001,5,0.899999999999999,0.899999999999991,0
"3547",36.8,-64.3,65,37.7,-63.4,65,268,2001,5,0.899999999999999,1.10000000000001,-5
"3548",37.7,-63.4,65,38.5,-62.4,65,268,2001,5,0.900000000000006,0.899999999999999,0
"3549",38.5,-62.4,65,39.2,-61.6,65,268,2001,5,0.799999999999997,1,0
"3550",39.2,-61.6,65,39.6,-60.7,65,268,2001,5,0.700000000000003,0.799999999999997,0
"3551",39.6,-60.7,65,40.4,-60.3,75,269,2001,5,0.399999999999999,0.899999999999999,0
"3552",40.4,-60.3,75,41,-59.2,90,269,2001,5,0.799999999999997,0.400000000000006,10
"3553",41,-59.2,90,41.8,-57.5,80,269,2001,5,0.600000000000001,1.09999999999999,15
"3554",41.8,-57.5,80,42.2,-54.6,70,269,2001,5,0.799999999999997,1.7,-10
"3555",42.2,-54.6,70,42.4,-51.3,65,270,2001,5,0.400000000000006,2.9,-10
"3556",42.4,-51.3,65,42.2,-47.5,60,270,2001,5,0.199999999999996,3.3,-5
"3557",42.2,-47.5,60,41.5,-44.5,45,270,2001,5,-0.199999999999996,3.8,-5
"3558",12.8,-59.9,30,13.4,-61.4,30,277,2001,5,0.5,-1.7,5
"3559",13.4,-61.4,30,14,-63,30,278,2001,5,0.6,-1.5,0
"3560",14,-63,30,14.8,-64.5,35,278,2001,5,0.6,-1.6,0
"3561",14.8,-64.5,35,15.5,-66,45,278,2001,5,0.800000000000001,-1.5,5
"3562",15.5,-66,45,15.7,-67.7,50,278,2001,5,0.699999999999999,-1.5,10
"3563",15.7,-67.7,50,16,-69,55,279,2001,5,0.199999999999999,-1.7,5
"3564",16,-69,55,16.5,-70.5,55,279,2001,5,0.300000000000001,-1.3,5
